Alloy Formula,"Composition
 type",Form,Composition in mole percent,"Thickness 
(micron)",fcc lattice parameter for Cu alloys,Bravais lattice in as-annealed form for PdCu based membranes,Latice parameter (nm),Bravais lattice in as-manufactured state,Temperature (°C),"Inverse temperature 
1E3/T (1E3 K-1)","Diffusion 
coefficient
(cm^2.s^-1)",Fabrication technique,"Pressure 
difference  P1^n- P2^n (Pa^n)","Pressure 
exponent 
(n)",Effective area (cm^2),Membrane support,Type of support,Gases,Solubility constant Ks (Pa^-0.5),Hydrogen permeability (mol.m^-1.s^-1.Pa^-n),"Hydrogen Permeation Flux
(mol.m^-2.s^-1)","Permeation 
Activation Energy (KJ/mol)",Hydrogen Permeance (mol.m^-2.s^-1.Pa^-0.5),Feed Flow rate (mL.min^-1),Hydrogen transfer rate s.c.f.h.(mil).(sq.ft.)^-1,Conversion factor,Number,General comments,Reference,DOI/URL,
Pd59.2Cu40.8,weight fraction,foil,Pd46.43Cu53.57,31.3,,,0.3757,fcc,429.64,,,Cold rolling/quenching at high Temperature,350.8554,0.5,,,,,,5.75E-09,,,,,,,,Membrane A is selected for data extraction. Feed pressure is 445 kPa and permeate pressure is 100kPa i.e atmospheric pressure. This composition is given by fitting vegard law with the XRD Pd content determined using XRD.  The lattice parameter before the experiment is selected. We use the composition determined by EDS and the lattice parameter given by the Vegard's Law.,"(Al-Mufachi et al., 2015) ",https://doi.org/10.1016/j.memsci.2015.07.015,
Pd59.2Cu40.8,weight fraction,foil,Pd46.43Cu53.57,31.3,,,0.3757,fcc,439.56,,,Cold rolling/quenching at high Temperature,350.8554,0.5,,,,,,6.34E-09,,,,,,,,Membrane A is selected for data extraction. Feed pressure is 445 kPa and permeate pressure is 100kPa i.e atmospheric pressure. This composition is given by fitting vegard law with the XRD Pd content determined using XRD.  The lattice parameter before the experiment is selected. We use the composition determined by EDS and the lattice parameter given by the Vegard's Law.,"(Al-Mufachi et al., 2015) ",https://doi.org/10.1016/j.memsci.2015.07.015,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,150,,,Commercial/GoodFellow Co.,71.6547,0.5,,,,,,5.40E-09,0.019329897,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,150,,,Commercial/GoodFellow Co.,131.6547,0.5,,,,,,7.99E-09,0.05257732,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,150,,,Commercial/GoodFellow Co.,184.1727,0.5,,,,,,8.96E-09,0.082474227,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,150,,,Commercial/GoodFellow Co.,231.6547,0.5,,,,,,9.43E-09,0.109278351,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,150,,,Commercial/GoodFellow Co.,275.5396,0.5,,,,,,9.77E-09,0.134536082,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,150,,,Commercial/GoodFellow Co.,316.5468,0.5,,,,,,1.00E-08,0.158247423,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,190,,,Commercial/GoodFellow Co.,71.6547,0.5,,,,,,9.42E-09,0.033762887,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,190,,,Commercial/GoodFellow Co.,131.3669,0.5,,,,,,1.17E-08,0.077061856,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,190,,,Commercial/GoodFellow Co.,184.1727,0.5,,,,,,1.28E-08,0.117525773,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,190,,,Commercial/GoodFellow Co.,231.3669,0.5,,,,,,1.32E-08,0.15257732,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,190,,,Commercial/GoodFellow Co.,275.3957,0.5,,,,,,1.36E-08,0.187886598,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,190,,,Commercial/GoodFellow Co.,315.6835,0.5,,,,,,1.41E-08,0.223195876,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,250,,,Commercial/GoodFellow Co.,71.5108,0.5,,,,,,1.63E-08,0.058247423,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,250,,,Commercial/GoodFellow Co.,131.223,0.5,,,,,,1.86E-08,0.121907216,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,250,,,Commercial/GoodFellow Co.,183.8849,0.5,,,,,,1.93E-08,0.177319588,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,250,,,Commercial/GoodFellow Co.,231.0791,0.5,,,,,,1.98E-08,0.229123711,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,250,,,Commercial/GoodFellow Co.,274.8201,0.5,,,,,,2.00E-08,0.275,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,250,,,Commercial/GoodFellow Co.,315.3957,0.5,,,,,,2.02E-08,0.319072165,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability . Piper' s lattice parameter is used  ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,300,,,Commercial/GoodFellow Co.,74.8201,0.5,,,,,,2.47E-08,0.092268041,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,300,,,Commercial/GoodFellow Co.,134.3885,0.5,,,,,,2.60E-08,0.175,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,300,,,Commercial/GoodFellow Co.,186.9065,0.5,,,,,,2.63E-08,0.245360825,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,300,,,Commercial/GoodFellow Co.,233.9568,0.5,,,,,,2.64E-08,0.309020619,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,300,,,Commercial/GoodFellow Co.,277.6978,0.5,,,,,,2.63E-08,0.365463918,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,300,,,Commercial/GoodFellow Co.,318.1295,0.5,,,,,,2.62E-08,0.417268041,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,395,,,Commercial/GoodFellow Co.,72.9496,0.5,,,,,,2.71E-08,0.09871134,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,395,,,Commercial/GoodFellow Co.,133.5252,0.5,,,,,,2.88E-08,0.192268041,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,395,,,Commercial/GoodFellow Co.,185.1799,0.5,,,,,,2.97E-08,0.275257732,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,395,,,Commercial/GoodFellow Co.,232.6619,0.5,,,,,,2.97E-08,0.345360825,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,395,,,Commercial/GoodFellow Co.,275.8273,0.5,,,,,,2.98E-08,0.410824742,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,20,,,0.297,bcc,395,,,Commercial/GoodFellow Co.,316.259,0.5,,,,,,2.99E-08,0.473195876,,,,,,,"The flux is given in mol/s.m2, and the differential pressure P2^0.5 - P3^0.5 is in Pa^0.5. So we need to calculate the permeability   ","(Decaux et al., 2010)",doi:10.1016/j.ijhydene.2009.08.100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,400,,,arc melting/rolling,570.692,0.5,,,,,,2.66E-08,0.34,,,,,0.445876365,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,300,,,arc melting/rolling,570.692,0.5,,,,,,1.64E-08,0.21,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd92.0Gd8.0,mole fraction,foil,Pd92.00Gd8.00,100,,,0.3955,fcc,400,,,arc melting/rolling,570.692,0.5,,,,,,5.16E-08,0.66,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Gd8.0,mole fraction,foil,Pd92.00Gd8.00,100,,,0.3955,fcc,300,,,arc melting/rolling,570.692,0.5,,,,,,2.81E-08,0.36,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,400,,,arc melting/rolling,570.692,0.5,,,,,,6.48E-08,0.83,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,300,,,arc melting/rolling,570.692,0.5,,,,,,3.13E-08,0.4,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd75.0Ag25.0,mole fraction,foil,Pd75.00Ag25.00,100,,,0.3936,fcc,400,,,arc melting/rolling,570.692,0.5,,,,,,2.42E-08,0.31,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd75.0Ag25.0,mole fraction,foil,Pd75.00Ag25.00,100,,,0.3936,fcc,300,,,arc melting/rolling,570.692,0.5,,,,,,2.03E-08,0.26,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,193.32,,,arc melting/rolling,233.0234,0.5,,,,,,8.55E-09,0.044704672,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,227.3,,,arc melting/rolling,233.0234,0.5,,,,,,1.62E-08,0.084688627,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. The conversion of the cm^3 unit to mol unit was done considering density of hydrogen at STP 0 °C and 1 bar is = 0.089886 kg/m^3 and molar weight is 2.01594 g/mol ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,257.79,,,arc melting/rolling,233.0234,0.5,,,,,,2.18E-08,0.11409646,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. The conversion of the cm^3 unit to mol unit was done considering density of hydrogen at STP 0 °C and 1 bar is = 0.089886 kg/m^3 and molar weight is 2.01594 g/mol ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,287.52,,,arc melting/rolling,233.0234,0.5,,,,,,2.88E-08,0.150408749,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. The conversion of the cm^3 unit to mol unit was done considering density of hydrogen at STP 0 °C and 1 bar is = 0.089886 kg/m^3 and molar weight is 2.01594 g/mol ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,318.45,,,arc melting/rolling,233.0234,0.5,,,,,,3.50E-08,0.182730192,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. The conversion of the cm^3 unit to mol unit was done considering density of hydrogen at STP 0 °C and 1 bar is = 0.089886 kg/m^3 and molar weight is 2.01594 g/mol ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,346.44,,,arc melting/rolling,233.0234,0.5,,,,,,4.14E-08,0.216141811,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. The conversion of the cm^3 unit to mol unit was done considering density of hydrogen at STP 0 °C and 1 bar is = 0.089886 kg/m^3 and molar weight is 2.01594 g/mol ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,379.44,,,arc melting/rolling,233.0234,0.5,,,,,,4.75E-08,0.2481775,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. The conversion of the cm^3 unit to mol unit was done considering density of hydrogen at STP 0 °C and 1 bar is = 0.089886 kg/m^3 and molar weight is 2.01594 g/mol ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,408.85,,,arc melting/rolling,233.0234,0.5,,,,,,5.47E-08,0.285819353,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. The conversion of the cm^3 unit to mol unit was done considering density of hydrogen at STP 0 °C and 1 bar is = 0.089886 kg/m^3 and molar weight is 2.01594 g/mol ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,438.25,,,arc melting/rolling,233.0234,0.5,,,,,,6.06E-08,0.316829563,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. The conversion of the cm^3 unit to mol unit was done considering density of hydrogen at STP 0 °C and 1 bar is = 0.089886 kg/m^3 and molar weight is 2.01594 g/mol ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,455.9,,,arc melting/rolling,233.0234,0.5,,,,,,6.61E-08,0.345303574,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. The conversion of the cm^3 unit to mol unit was done considering density of hydrogen at STP 0 °C and 1 bar is = 0.089886 kg/m^3 and molar weight is 2.01594 g/mol ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,216.08,,,arc melting/rolling,233.0234,0.5,,,,,,6.28E-09,0.032807612,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,242.98,,,arc melting/rolling,233.0234,0.5,,,,,,1.02E-08,0.05349726,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,264.76,,,arc melting/rolling,233.0234,0.5,,,,,,1.30E-08,0.067871211,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,315.73,,,arc melting/rolling,233.0234,0.5,,,,,,1.72E-08,0.089914146,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,340.02,,,arc melting/rolling,233.0234,0.5,,,,,,1.89E-08,0.098957982,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,379.77,,,arc melting/rolling,233.0234,0.5,,,,,,2.42E-08,0.126417298,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
